영업담당자,거래처,매출일,품목명,출고량,단가,매출액
담당자없음,Z가스코아산(파라텍3),04/28,"N2 (LGC, 175L, 고압용)",2,"48,000","96,000"
담당자없음,Z가스코아산(파라텍3),05/18,"N2 (LGC, 175L)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),05/18,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),05/22,"Ar (LGC, 175L)",2,"144,900","289,800"
담당자없음,Z가스코아산(파라텍3),05/22,"N2 (LGC, 175L)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),05/22,"N2 (LGC, 175L, 고압용)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),05/25,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(파라텍3),05/28,"Ar (LGC, 175L)",0,"144,900",0
담당자없음,Z가스코아산(파라텍3),05/28,"N2 (LGC, 175L)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),06/04,"N2 (LGC, 175L)",3,"50,400","151,200"
담당자없음,Z가스코아산(파라텍3),06/04,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),06/09,"Ar (LGC, 175L)",2,"144,900","289,800"
담당자없음,Z가스코아산(파라텍3),06/09,"N2 (LGC, 175L)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),06/09,"N2 (LGC, 175L, 고압용)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),06/25,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(파라텍3),06/25,"Ar (LGC, 175L)",0,"144,900",0
담당자없음,Z가스코아산(파라텍3),06/25,"N2 (LGC, 175L)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),06/25,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),07/01,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),07/01,"N2 (LGC, 175L)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),07/01,"N2 (LGC, 175L, 고압용)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),07/08,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),07/08,"N2 (LGC, 175L)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),07/08,"N2 (LGC, 175L, 고압용)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),07/14,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),07/14,"N2 (LGC, 175L)",3,"50,400","151,200"
담당자없음,Z가스코아산(파라텍3),07/14,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),07/17,"N2 (LGC, 175L)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),07/17,"N2 (LGC, 175L, 고압용)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),07/23,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),07/23,"N2 (LGC, 175L)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),07/23,"N2 (LGC, 175L, 고압용)",2,"50,400","100,800"
담당자없음,Z가스코아산(파라텍3),07/30,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),07/30,"N2 (LGC, 175L)",4,"50,400","201,600"
담당자없음,Z가스코아산(파라텍3),07/30,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),07/31,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(파라텍3),08/06,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),08/06,"N2 (LGC, 175L)",3,"50,400","151,200"
담당자없음,Z가스코아산(파라텍3),08/06,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),08/20,"Ar (LGC, 175L)",0,"144,900",0
담당자없음,Z가스코아산(파라텍3),08/20,"N2 (LGC, 175L)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),08/20,"N2 (LGC, 175L)",0,"-50,400","-50,400"
담당자없음,Z가스코아산(파라텍3),08/20,"N2 (LGC, 175L, 고압용)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),08/26,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(파라텍3),09/14,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),09/14,"N2 (LGC, 175L)",0,"50,400",0
담당자없음,Z가스코아산(파라텍3),09/14,"N2 (LGC, 175L, 고압용)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),09/23,"Ar (LGC, 175L)",0,"-144,900","-144,900"
담당자없음,Z가스코아산(파라텍3),09/24,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(파라텍3),09/25,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),10/27,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(파라텍3),12/02,"Ar (LGC, 175L)",1,"144,900","144,900"
담당자없음,Z가스코아산(파라텍3),12/02,"N2 (LGC, 175L)",1,"50,400","50,400"
담당자없음,Z가스코아산(파라텍3),12/02,"N2 (LGC, 175L, 고압용)",0,"50,400",0
담당자없음,Z가스코아산(한양이엔지DS),01/08,"Ar (UHP, 47L, 99.999%)",5,"20,000","100,000"
담당자없음,Z가스코아산(한양이엔지DS),01/10,"Ar (UHP, 47L, 99.999%)",4,"20,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),01/10,"N2 (LGC, 175L)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),01/10,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),01/13,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),01/13,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),01/14,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),01/14,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),01/16,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),01/16,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),01/21,"N2 (LGC, 175L)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),01/21,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),01/28,"Ar (UHP, 47L, 99.999%)",7,"20,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),01/28,"N2 (LGC, 175L)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),01/28,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),01/29,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(한양이엔지DS),01/30,"N2 (LGC, 175L)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),01/30,"N2 (LGC, 175L, 고압용)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),02/04,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),02/04,"Ar (UHP, 47L, 99.999%)",5,"20,000","100,000"
담당자없음,Z가스코아산(한양이엔지DS),02/04,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),02/04,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),02/14,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),02/14,"Ar (UHP, 47L, 99.999%)",5,"20,000","100,000"
담당자없음,Z가스코아산(한양이엔지DS),02/14,"N2 (LGC, 175L)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),02/24,"Ar (UHP, 47L, 99.999%)",3,"20,000","60,000"
담당자없음,Z가스코아산(한양이엔지DS),02/25,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(한양이엔지DS),02/27,"Ar (UHP, 47L, 99.999%)",5,"20,000","100,000"
담당자없음,Z가스코아산(한양이엔지DS),03/04,"Ar (LGC, 175L)",0,"133,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/04,"Ar (UHP, 47L, 99.999%)",2,"20,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),03/04,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/04,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/05,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),03/05,"N2 (LGC, 175L)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),03/05,"N2 (LGC, 175L, 고압용)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),03/13,"Ar (UHP, 47L, 99.999%)",7,"20,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),03/18,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/18,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),03/20,"N2 (LGC, 175L)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),03/20,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),03/25,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),03/25,"N2 (LGC, 175L)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),03/26,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(한양이엔지DS),03/27,"N2 (LGC, 175L)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),03/27,"N2 (LGC, 175L, 고압용)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),04/01,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),04/01,"Ar (UHP, 47L, 99.999%)",7,"20,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),04/01,"N2 (LGC, 175L)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),04/01,"N2 (LGC, 175L, 고압용)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),04/02,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/02,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),04/07,"Ar (LGC, 175L)",0,"133,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/07,"N2 (LGC, 175L)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),04/07,"N2 (LGC, 175L, 고압용)",1,"40,000","40,000"
담당자없음,Z가스코아산(한양이엔지DS),04/10,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),04/10,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/10,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/17,"Ar (UHP, 47L, 99.999%)",7,"20,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),04/20,"N2 (LGC, 175L)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/20,"N2 (LGC, 175L, 고압용)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),04/27,입금 (가스매출),0,0,0
담당자없음,Z가스코아산(한양이엔지DS),04/27,"Ar (LGC, 175L)",1,"133,000","133,000"
담당자없음,Z가스코아산(한양이엔지DS),04/27,"Ar (UHP, 47L, 99.999%)",7,"20,000","140,000"
담당자없음,Z가스코아산(한양이엔지DS),04/27,"N2 (LGC, 175L)",2,"40,000","80,000"
담당자없음,Z가스코아산(한양이엔지DS),04/27,"N2 (LGC, 175L, 고압용)",0,"40,000",0
담당자없음,Z가스코아산(한양이엔지DS),04/29,LPG (20kg),1,"30,000","30,000"
담당자없음,Z가스코아산(한양이엔지DS),04/29,"O2 (공업용, 40L)",2,"4,000","8,000"
담당자없음,Z가스코아산(한양이엔지DS),05/13,"Ar (LGC, 175L)",1,"139,650","139,650"
담당자없음,Z가스코아산(한양이엔지DS),05/13,"Ar (UHP, 47L, 99.999%)",0,"21,000",0
담당자없음,Z가스코아산(한양이엔지DS),05/13,"N2 (LGC, 175L)",1,"42,000","42,000"
담당자없음,Z가스코아산(한양이엔지DS),05/13,"N2 (LGC, 175L, 고압용)",1,"42,000","42,000"
